head,rel,tail
Q237270,P106,Q10798782
Q237270,P1412,Q1860
Q237270,P1303,Q17172850
Q237270,P103,Q1860
Q237270,P140,Q7066
Q61102628,P106,Q13474373
Q61102628,P19,Q60
Q61102628,P27,Q30
Q61102628,P641,Q131359
Q61102628,P1412,Q1860
Q263772,P19,Q62
Q263772,P27,Q30
Q263772,P106,Q177220
Q263772,P106,Q639669
Q263772,P106,Q855091
Q263772,P106,Q183945
Q263772,P106,Q36834
Q263772,P106,Q488205
Q263772,P1303,Q6607
Q263772,P1303,Q17172850
Q263772,P136,Q11399
Q263772,P136,Q83270
Q263772,P136,Q186472
Q263772,P412,Q186506
Q263772,P1412,Q1860
Q263772,P1343,Q67311526
Q263772,P166,Q17985761
Q115115152,P1877,Q234773
Q115115152,P921,Q234773
Q115115152,P921,Q303
Q115115152,P138,Q234773
Q115115152,P136,Q645928
Q115115152,P136,Q52207310
Q115115152,P136,Q130232
Q115115152,P495,Q30
Q115115152,P495,Q38
Q115115152,P462,Q22006653
Q115115152,P750,Q16248298
Q115115152,P364,Q1860
Q115115152,P915,Q172
Q115115152,P840,Q16563
Q181887,P106,Q10800557
Q181887,P106,Q2259451
Q181887,P106,Q10798782
Q181887,P20,Q60
Q181887,P27,Q145
Q181887,P27,Q174193
Q181887,P166,Q1445521
Q181887,P166,Q103916
Q181887,P166,Q833163
Q181887,P166,Q17985761
Q181887,P1411,Q103916
Q181887,P1411,Q1445521
Q181887,P1196,Q3739104
Q181887,P1412,Q1860
Q181887,P607,Q362
Q181887,P1343,Q67311526
Q181887,P97,Q833163
Q181887,P103,Q7979
Q48410,P106,Q33999
Q48410,P106,Q10800557
Q48410,P106,Q3282637
Q48410,P106,Q2526255
Q48410,P106,Q10798782
Q48410,P106,Q2259451
Q48410,P106,Q33231
Q48410,P106,Q2405480
Q48410,P27,Q30
Q48410,P166,Q908858
Q48410,P166,Q1131356
Q48410,P166,Q181883
Q48410,P166,Q922396
Q48410,P166,Q518675
Q48410,P1412,Q1860
Q48410,P1343,Q67311526
Q48410,P1411,Q602299
Q48410,P7763,Q73555012
Q48410,P103,Q1860
Q48410,P6886,Q1860
Q1438821,P106,Q1930187
Q1438821,P106,Q947873
Q1438821,P19,Q24826
Q1438821,P108,Q9531
Q1438821,P27,Q145
Q1438821,P1412,Q1860
Q1438821,P1050,Q84263196
Q1438821,P103,Q1860
Q106514,P106,Q33999
Q106514,P106,Q10798782
Q106514,P106,Q10800557
Q106514,P106,Q639669
Q106514,P106,Q488205
Q106514,P106,Q3578589
Q106514,P106,Q855091
Q106514,P27,Q30
Q106514,P1576,Q83364
Q106514,P1411,Q106291
Q106514,P1411,Q723830
Q106514,P1411,Q1967731
Q106514,P1411,Q2544859
Q106514,P166,Q1967731
Q106514,P166,Q2544859
Q106514,P1303,Q6607
Q106514,P136,Q11366
Q106514,P1412,Q1860
Q106514,P1343,Q67311526
Q106514,P2348,Q6927
Q106514,P103,Q1860
Q106514,P6886,Q1860
Q435920,P27,Q30
Q435920,P166,Q838121
Q435920,P166,Q17985761
Q435920,P106,Q36180
Q435920,P106,Q3282637
Q435920,P106,Q28389
Q435920,P106,Q6625963
Q435920,P509,Q12152
Q435920,P607,Q362
Q435920,P1196,Q3739104
Q435920,P119,Q1384
Q435920,P1343,Q67311526
Q435920,P1412,Q1860
Q131036,P159,Q65
Q131036,P17,Q30
Q150238,P106,Q937857
Q150238,P27,Q145
Q150238,P641,Q2736
Q150238,P413,Q280658
Q150238,P1532,Q22
Q150238,P118,Q9448
Q150238,P1412,Q1860
Q865,P30,Q48
Q865,P463,Q1065
Q865,P463,Q7825
Q865,P463,Q188822
Q865,P463,Q170481
Q865,P463,Q45177
Q865,P1365,Q13426199
Q865,P530,Q408
Q865,P530,Q804
Q865,P530,Q159583
Q865,P530,Q902
Q865,P530,Q1036
Q865,P530,Q145
Q865,P530,Q212
Q865,P530,Q265
Q865,P530,Q30
Q865,P530,Q43
Q865,P530,Q686
Q865,P530,Q717
Q865,P530,Q754
Q865,P530,Q77
Q865,P530,Q805
Q865,P530,Q863
Q865,P530,Q8646
Q865,P530,Q258
Q865,P530,Q786
Q865,P530,Q811
Q865,P530,Q334
Q865,P530,Q35
Q865,P530,Q1005
Q865,P530,Q711
Q865,P530,Q230
Q865,P530,Q836
Q865,P530,Q712
Q865,P530,Q691
Q865,P530,Q928
Q865,P530,Q424
Q865,P530,Q423
Q865,P530,Q965
Q865,P530,Q232
Q865,P530,Q142
Q865,P530,Q55
Q865,P530,Q664
Q865,P530,Q183
Q865,P530,Q833
Q865,P530,Q921
Q865,P530,Q1032
Q865,P530,Q826
Q865,P530,Q1033
Q865,P530,Q155
Q865,P530,Q79
Q865,P530,Q1049
Q865,P530,Q822
Q865,P530,Q819
Q865,P530,Q817
Q865,P530,Q115
Q865,P530,Q796
Q865,P530,Q38
Q865,P530,Q854
Q865,P530,Q29
Q865,P530,Q794
Q865,P530,Q16
Q865,P530,Q774
Q865,P530,Q36
Q865,P530,Q1020
Q865,P530,Q685
Q865,P530,Q801
Q865,P530,Q1016
Q865,P530,Q917
Q865,P530,Q219
Q865,P530,Q224
Q865,P530,Q736
Q865,P530,Q958
Q865,P530,Q1041
Q865,P530,Q697
Q865,P530,Q40
Q865,P530,Q739
Q865,P530,Q977
Q865,P530,Q1000
Q865,P530,Q1042
Q865,P530,Q1013
Q865,P530,Q221
Q865,P530,Q184
Q865,P530,Q189
Q865,P530,Q790
Q865,P530,Q916
Q865,P530,Q974
Q865,P530,Q241
Q865,P530,Q986
Q865,P530,Q28
Q865,P530,Q846
Q865,P530,Q783
Q865,P530,Q1009
Q865,P530,Q800
Q865,P530,Q702
Q865,P530,Q219060
Q865,P530,Q403
Q865,P530,Q222
Q865,P530,Q962
Q865,P530,Q1008
Q865,P530,Q1028
Q865,P530,Q217
Q865,P530,Q1027
Q865,P530,Q20
Q865,P530,Q1030
Q865,P530,Q34
Q865,P530,Q837
Q865,P530,Q229
Q865,P530,Q851
Q865,P530,Q778
Q865,P530,Q244
Q865,P530,Q31
Q865,P530,Q414
Q865,P530,Q213
Q865,P530,Q227
Q865,P530,Q33
Q865,P530,Q983
Q865,P530,Q32
Q865,P530,Q214
Q865,P530,Q1037
Q865,P530,Q1045
Q865,P530,Q810
Q865,P530,Q252
Q865,P530,Q262
Q865,P530,Q211
Q865,P530,Q235
Q865,P530,Q1029
Q865,P530,Q236
Q865,P530,Q858
Q865,P530,Q218
Q865,P530,Q683
Q865,P530,Q813
Q865,P530,Q574
Q865,P530,Q225
Q865,P530,Q963
Q865,P530,Q750
Q865,P530,Q1011
Q865,P530,Q298
Q865,P530,Q399
Q865,P530,Q191
Q865,P530,Q769
Q865,P530,Q766
Q865,P530,Q734
Q865,P530,Q117
Q865,P530,Q114
Q865,P530,Q37
Q865,P530,Q1014
Q865,P530,Q1025
Q865,P530,Q1019
Q865,P530,Q39
Q865,P530,Q41
Q865,P530,Q398
Q865,P530,Q233
Q865,P530,Q912
Q865,P530,Q419
Q865,P530,Q45
Q865,P530,Q215
Q865,P530,Q238
Q865,P530,Q843
Q865,P530,Q889
Q865,P530,Q842
Q865,P530,Q96
Q865,P530,Q733
Q865,P530,Q869
Q865,P530,Q874
Q865,P530,Q878
Q865,P530,Q881
Q865,P530,Q924
Q865,P530,Q948
Q865,P530,Q953
Q865,P530,Q954
Q865,P530,Q668
Q865,P530,Q17
Q865,P530,Q159
Q865,P530,Q27
Q865,P530,Q971
Q865,P47,Q17
Q865,P47,Q928
Q865,P47,Q148
Q865,P1622,Q14565199
Q865,P206,Q98
Q865,P793,Q362
Q865,P1336,Q148
Q865,P1552,Q3174312
Q865,P2936,Q5146
Q865,P1889,Q13426199
Q865,P706,Q27231
Q865,P5658,Q13196750
Q865,P361,Q27231
Q865,P460,Q13426199
Q865,P17,Q865
Q865,P140,Q748
Q865,P140,Q5043
Q865,P140,Q432
Q865,P1343,Q20096917
Q284829,P495,Q55
Q284829,P17,Q30
Q8704,P106,Q2526255
Q8704,P106,Q3282637
Q8704,P106,Q947873
Q8704,P106,Q2405480
Q8704,P106,Q36180
Q8704,P106,Q13235160
Q8704,P106,Q1028181
Q8704,P106,Q28389
Q8704,P106,Q10800557
Q8704,P106,Q3455803
Q8704,P106,Q33999
Q8704,P106,Q47541952
Q8704,P166,Q10855271
Q8704,P166,Q17144
Q8704,P166,Q5020532
Q8704,P166,Q123737
Q8704,P166,Q727328
Q8704,P166,Q17985761
Q8704,P27,Q30
Q8704,P19,Q1297
Q8704,P102,Q29468
Q8704,P102,Q29552
Q8704,P1343,Q17378135
Q8704,P1343,Q67311526
Q8704,P1412,Q1860
Q8704,P1412,Q7976
Q8704,P1196,Q3739104
Q8704,P1411,Q102427
Q8704,P136,Q1361932
Q8704,P551,Q65
Q8704,P551,Q1297
Q8704,P1050,Q47912
Q8704,P1050,Q132971
Q8704,P6379,Q188740
Q8704,P7763,Q73555012
Q8704,P607,Q361
Q8704,P103,Q7976
Q8704,P6886,Q7976
Q8704,P9493,Q98665879
Q361,P276,Q46
Q361,P276,Q7204
Q361,P276,Q15
Q361,P276,Q48
Q361,P276,Q98
Q361,P276,Q148
Q361,P276,Q1239
Q361,P276,Q97
Q361,P710,Q408
Q361,P710,Q174193
Q361,P156,Q362
Q361,P1542,Q15180
Q361,P1542,Q46
Q361,P1542,Q48
Q361,P1343,Q20078554
Q361,P1343,Q4532138
Q361,P1343,Q106727050
Q361,P1343,Q116780519
Q361,P1343,Q19047539
Q361,P706,Q46
Q361,P706,Q15
Q361,P706,Q27293
Q361,P706,Q98
Q361,P706,Q148
Q361,P706,Q1239
Q361,P706,Q97
Q283799,P161,Q178166
Q283799,P161,Q172678
Q283799,P364,Q1860
Q283799,P136,Q188473
Q283799,P136,Q2484376
Q283799,P136,Q2297927
Q283799,P840,Q99
Q283799,P840,Q739
Q283799,P495,Q30
Q283799,P915,Q99
Q283799,P915,Q65
Q283799,P915,Q213
Q283799,P915,Q40
Q283799,P462,Q22006653
Q283799,P750,Q186941
Q283799,P750,Q907311
Q283799,P437,Q723685
Q283799,P5021,Q4165246
Q30014613,P495,Q30
Q30014613,P364,Q1860
Q30014613,P462,Q22006653
Q45229,P106,Q33999
Q45229,P106,Q177220
Q45229,P106,Q2405480
Q45229,P106,Q10800557
Q45229,P106,Q10798782
Q45229,P106,Q2259451
Q45229,P27,Q30
Q45229,P1412,Q1860
Q45229,P1303,Q17172850
Q45229,P1343,Q67311526
Q45229,P103,Q1860
Q45229,P6886,Q1860
Q45229,P166,Q4220901
Q45229,P166,Q17985761
Q995653,P17,Q142
Q995653,P276,Q90
Q4678990,P106,Q2259451
Q4678990,P106,Q10800557
Q4678990,P106,Q10798782
Q4678990,P106,Q33999
Q4678990,P19,Q16552
Q4678990,P69,Q503246
Q4678990,P27,Q30
Q4678990,P166,Q1258647
Q4678990,P166,Q1062026
Q4678990,P166,Q2089923
Q4678990,P166,Q311836
Q4678990,P1411,Q1062026
Q4678990,P1411,Q181883
Q4678990,P1411,Q103916
Q4678990,P1411,Q106291
Q4678990,P103,Q1860
Q4678990,P1412,Q1860
Q4678990,P6886,Q1860
Q4678990,P101,Q222749
Q219631,P106,Q33999
Q219631,P106,Q855091
Q219631,P106,Q177220
Q219631,P106,Q488205
Q219631,P106,Q10798782
Q219631,P106,Q10800557
Q219631,P106,Q578109
Q219631,P106,Q36834
Q219631,P106,Q639669
Q219631,P19,Q65
Q219631,P27,Q30
Q219631,P1303,Q6607
Q219631,P1303,Q17172850
Q219631,P136,Q484641
Q219631,P136,Q131272
Q219631,P1412,Q1860
Q219631,P551,Q65
Q219631,P1343,Q67311526
Q219631,P166,Q17985761
Q219631,P103,Q1860
Q219631,P6886,Q1860
Q219631,P101,Q638
Q1203191,P106,Q33999
Q1203191,P106,Q3282637
Q1203191,P106,Q2526255
Q1203191,P27,Q668
Q1203191,P140,Q432
Q1203191,P103,Q1568
Q1203191,P1412,Q1568
Q94831,P27,Q30
Q94831,P106,Q639669
Q94831,P106,Q177220
Q94831,P106,Q753110
Q94831,P106,Q855091
Q94831,P136,Q83440
Q94831,P1303,Q6607
Q94831,P1303,Q17172850
Q94831,P264,Q843402
Q94831,P1343,Q67311526
Q94831,P1412,Q1860
Q94831,P740,Q23197
Q148,P530,Q30
Q148,P530,Q159
Q148,P530,Q801
Q148,P530,Q155
Q148,P530,Q38
Q148,P530,Q183
Q148,P530,Q1011
Q148,P530,Q711
Q148,P530,Q408
Q148,P530,Q805
Q148,P530,Q403
Q148,P530,Q334
Q148,P530,Q212
Q148,P530,Q851
Q148,P530,Q858
Q148,P530,Q884
Q148,P530,Q928
Q148,P530,Q184
Q148,P530,Q17
Q148,P530,Q43
Q148,P530,Q843
Q148,P530,Q902
Q148,P530,Q423
Q148,P530,Q232
Q148,P530,Q668
Q148,P530,Q41
Q148,P530,Q712
Q148,P530,Q878
Q148,P530,Q40
Q148,P530,Q983
Q148,P530,Q794
Q148,P530,Q15
Q148,P530,Q889
Q148,P530,Q227
Q148,P530,Q419
Q148,P530,Q458
Q148,P530,Q79
Q148,P530,Q954
Q148,P530,Q953
Q148,P530,Q881
Q148,P530,Q717
Q148,P530,Q686
Q148,P530,Q77
Q148,P530,Q145
Q148,P530,Q1036
Q148,P530,Q948
Q148,P530,Q754
Q148,P530,Q869
Q148,P530,Q924
Q148,P530,Q863
Q148,P530,Q39
Q148,P530,Q34
Q148,P530,Q1049
Q148,P530,Q854
Q148,P530,Q29
Q148,P530,Q958
Q148,P530,Q258
Q148,P530,Q1045
Q148,P530,Q1042
Q148,P530,Q1041
Q148,P530,Q683
Q148,P530,Q1037
Q148,P530,Q218
Q148,P530,Q971
Q148,P530,Q45
Q148,P530,Q36
Q148,P530,Q691
Q148,P530,Q804
Q148,P530,Q219060
Q148,P530,Q20
Q148,P530,Q1033
Q148,P530,Q664
Q148,P530,Q55
Q148,P530,Q837
Q148,P530,Q1030
Q148,P530,Q836
Q148,P530,Q1029
Q148,P530,Q1028
Q148,P530,Q96
Q148,P530,Q1027
Q148,P530,Q1025
Q148,P530,Q912
Q148,P530,Q826
Q148,P530,Q833
Q148,P530,Q1020
Q148,P530,Q1019
Q148,P530,Q32
Q148,P530,Q37
Q148,P530,Q1016
Q148,P530,Q1014
Q148,P530,Q819
Q148,P530,Q813
Q148,P530,Q114
Q148,P530,Q766
Q148,P530,Q1008
Q148,P530,Q27
Q148,P530,Q796
Q148,P530,Q252
Q148,P530,Q189
Q148,P530,Q769
Q148,P530,Q117
Q148,P530,Q1000
Q148,P530,Q33
Q148,P530,Q702
Q148,P530,Q986
Q148,P530,Q736
Q148,P530,Q574
Q148,P530,Q977
Q148,P530,Q35
Q148,P530,Q974
Q148,P530,Q213
Q148,P530,Q229
Q148,P530,Q241
Q148,P530,Q224
Q148,P530,Q917
Q148,P530,Q222
Q148,P530,Q262
Q148,P530,Q916
Q148,P530,Q414
Q148,P530,Q778
Q148,P530,Q31
Q148,P530,Q16
Q148,P530,Q962
Q148,P530,Q424
Q148,P530,Q244
Q148,P530,Q750
Q148,P530,Q963
Q148,P530,Q219
Q148,P530,Q298
Q148,P530,Q921
Q148,P530,Q399
Q148,P530,Q1246
Q148,P530,Q28
Q148,P530,Q142
Q148,P530,Q811
Q148,P530,Q265
Q148,P530,Q874
Q148,P530,Q817
Q148,P530,Q822
Q148,P530,Q965
Q148,P530,Q1032
Q148,P530,Q1005
Q148,P530,Q1013
Q148,P530,Q221
Q148,P530,Q697
Q148,P530,Q685
Q148,P530,Q734
Q148,P530,Q739
Q148,P530,Q800
Q148,P530,Q786
Q148,P530,Q810
Q148,P530,Q842
Q148,P530,Q846
Q148,P530,Q398
Q148,P530,Q230
Q148,P530,Q115
Q148,P530,Q1009
Q148,P530,Q214
Q148,P530,Q238
Q148,P530,Q233
Q148,P530,Q191
Q148,P530,Q211
Q148,P530,Q217
Q148,P530,Q215
Q148,P530,Q235
Q148,P530,Q225
Q148,P530,Q236
Q148,P530,Q15180
Q148,P30,Q48
Q148,P37,Q727694
Q148,P47,Q711
Q148,P47,Q232
Q148,P47,Q813
Q148,P47,Q863
Q148,P47,Q843
Q148,P47,Q668
Q148,P47,Q837
Q148,P47,Q917
Q148,P47,Q836
Q148,P47,Q819
Q148,P47,Q881
Q148,P47,Q159
Q148,P47,Q423
Q148,P47,Q889
Q148,P47,Q884
Q148,P47,Q17
Q148,P47,Q15180
Q148,P47,Q865
Q148,P150,Q8646
Q148,P463,Q1065
Q148,P463,Q7825
Q148,P463,Q19771
Q148,P463,Q170481
Q148,P463,Q191384
Q148,P463,Q827525
Q148,P463,Q656801
Q148,P463,Q1043527
Q148,P463,Q899770
Q148,P463,Q340195
Q148,P463,Q384535
Q148,P463,Q7886981
Q148,P463,Q188822
Q148,P463,Q8475
Q148,P463,Q1480793
Q148,P463,Q842490
Q148,P463,Q233611
Q148,P463,Q7809
Q148,P463,Q5611262
Q148,P463,Q17495
Q148,P463,Q376150
Q148,P463,Q162656
Q148,P463,Q170424
Q148,P463,Q7817
Q148,P463,Q189062
Q148,P463,Q605326
Q148,P832,Q196627
Q148,P832,Q47499
Q148,P1343,Q4173137
Q148,P1343,Q19180675
Q148,P1343,Q602358
Q148,P1343,Q4114391
Q148,P1343,Q867541
Q148,P1343,Q302556
Q148,P1343,Q16082057
Q148,P361,Q27231
Q148,P1365,Q13426199
Q148,P1622,Q14565199
Q148,P1336,Q865
Q148,P122,Q179164
Q148,P122,Q7270
Q148,P1552,Q47185282
Q148,P1889,Q13426199
Q148,P5658,Q13196750
Q148,P155,Q13426199
Q148,P2936,Q727694
Q148,P2936,Q9192
Q148,P17,Q148
Q16256406,P641,Q41323
Q16256406,P17,Q30
Q15931555,P495,Q30
Q15931555,P136,Q1366112
Q15931555,P136,Q859369
Q15931555,P136,Q9335577
Q15931555,P364,Q1860
Q15931555,P437,Q723685
Q128518,P57,Q56005
Q128518,P272,Q168383
Q128518,P495,Q145
Q128518,P495,Q30
Q128518,P166,Q102427
Q128518,P166,Q103916
Q128518,P166,Q830079
Q128518,P166,Q393686
Q128518,P136,Q188473
Q128518,P136,Q130232
Q128518,P136,Q319221
Q128518,P364,Q1860
Q128518,P915,Q233
Q128518,P915,Q1028
Q128518,P1411,Q106291
Q128518,P1411,Q103916
Q128518,P1411,Q103360
Q128518,P1411,Q131520
Q128518,P1411,Q41417
Q128518,P1411,Q102427
Q128518,P1411,Q277751
Q128518,P1411,Q488651
Q128518,P1411,Q830079
Q128518,P1411,Q393686
Q128518,P86,Q76364
Q128518,P750,Q1329615
Q128518,P462,Q22006653
Q128518,P840,Q262
Q128518,P840,Q220
Q128518,P1431,Q56005
Q128518,P175,Q76364
Q128518,P437,Q723685
Q128518,P5021,Q4165246
Q128518,P5021,Q105776216
Q128518,P5021,Q105913295
Q3246618,P106,Q33999
Q3246618,P106,Q10798782
Q3246618,P27,Q30
Q3246618,P1412,Q1860
Q3246618,P103,Q1860
Q3246618,P6886,Q1860
Q23685,P166,Q35637
Q23685,P166,Q17144
Q23685,P166,Q41254
Q23685,P166,Q5449677
Q23685,P27,Q30
Q23685,P39,Q11696
Q23685,P39,Q1467287
Q23685,P106,Q193391
Q23685,P106,Q6625963
Q23685,P106,Q82955
Q23685,P106,Q18814623
Q23685,P106,Q372436
Q23685,P106,Q3578589
Q23685,P106,Q43845
Q23685,P106,Q36180
Q23685,P106,Q22336956
Q23685,P102,Q29552
Q23685,P463,Q463303
Q23685,P607,Q362
Q23685,P1412,Q1860
Q23685,P1412,Q1321
Q23685,P103,Q1860
Q23685,P552,Q3039938
Q23685,P1853,Q19831453
Q23685,P1343,Q67311526
Q23685,P6886,Q1860
Q23685,P9493,Q98665879
Q1203,P106,Q183945
Q1203,P106,Q36180
Q1203,P106,Q33999
Q1203,P106,Q488205
Q1203,P106,Q855091
Q1203,P106,Q3282637
Q1203,P106,Q49757
Q1203,P106,Q36834
Q1203,P106,Q10800557
Q1203,P106,Q486748
Q1203,P106,Q177220
Q1203,P106,Q1028181
Q1203,P106,Q2526255
Q1203,P106,Q55960555
Q1203,P19,Q24826
Q1203,P166,Q935843
Q1203,P166,Q179191
Q1203,P166,Q488651
Q1203,P166,Q17985761
Q1203,P27,Q145
Q1203,P1303,Q6607
Q1203,P1303,Q5994
Q1203,P1303,Q51290
Q1203,P1303,Q46185
Q1203,P1303,Q52954
Q1203,P1303,Q17172850
Q1203,P136,Q11399
Q1203,P136,Q193355
Q1203,P136,Q37073
Q1203,P136,Q484641
Q1203,P136,Q7749
Q1203,P136,Q83270
Q1203,P1412,Q1860
Q1203,P264,Q193023
Q1203,P264,Q208909
Q1203,P264,Q183412
Q1203,P264,Q212699
Q1203,P264,Q155152
Q1203,P1343,Q67311526
Q1203,P551,Q24826
Q1203,P551,Q60
Q1203,P6379,Q188740
Q1203,P509,Q2140674
Q1203,P20,Q60
Q1203,P1196,Q149086
Q1203,P6275,Q7120528
Q1203,P6275,Q71521142
Q1203,P2348,Q6927
Q1203,P7763,Q73555012
Q1203,P412,Q31687
Q11881,P1196,Q3739104
Q11881,P27,Q30
Q11881,P39,Q11696
Q11881,P106,Q82955
Q11881,P106,Q40348
Q11881,P106,Q372436
Q11881,P102,Q29552
Q11881,P509,Q12202
Q11881,P1412,Q1860
Q11881,P1412,Q397
Q11881,P103,Q1860
Q11881,P937,Q61
Q11881,P1343,Q20096917
Q11881,P1343,Q19180675
Q11881,P1343,Q602358
Q11881,P1343,Q67311526
Q11881,P1343,Q3181656
Q11881,P1343,Q867541
Q11881,P1343,Q19077875
Q11881,P1343,Q19047539
Q11881,P1343,Q16082057
Q11881,P1343,Q1029706
Q11881,P1343,Q19085957
Q11881,P6886,Q1860
Q42759035,P495,Q30
Q42759035,P364,Q1860
Q42759035,P462,Q22006653
Q42759035,P136,Q959790
Q42759035,P136,Q2484376
Q42759035,P136,Q130232
Q42759035,P162,Q205707
Q42759035,P750,Q126399
Q42759035,P750,Q1097348
Q42759035,P272,Q126399
Q42759035,P915,Q60
Q42759035,P166,Q488651
Q42759035,P166,Q103916
Q42759035,P5021,Q4165246
Q42759035,P5021,Q105776216
Q42759035,P5021,Q85783379
Q42759035,P437,Q723685
Q42759035,P437,Q47544021
Q42759035,P1411,Q102427
Q11930,P106,Q33999
Q11930,P106,Q10800557
Q11930,P106,Q2526255
Q11930,P106,Q3282637
Q11930,P106,Q10798782
Q11930,P106,Q2405480
Q11930,P106,Q28389
Q11930,P106,Q3455803
Q11930,P106,Q639669
Q11930,P27,Q30
Q11930,P166,Q103360
Q11930,P166,Q102427
Q11930,P166,Q602299
Q11930,P166,Q989453
Q11930,P166,Q17985761
Q11930,P166,Q1011547
Q11930,P166,Q268200
Q11930,P102,Q29552
Q11930,P1411,Q103916
Q11930,P1411,Q103360
Q11930,P1411,Q102427
Q11930,P1411,Q602299
Q11930,P1412,Q1860
Q11930,P1412,Q7976
Q11930,P103,Q7976
Q11930,P103,Q1860
Q11930,P1303,Q17172850
Q11930,P136,Q83440
Q11930,P1343,Q67311526
Q11930,P66,Q183
Q11930,P2348,Q6927
Q11930,P551,Q99
Q11930,P6886,Q1860
Q6415453,P27,Q30
Q6415453,P106,Q19204627
Q6415453,P413,Q622747
Q6415453,P641,Q41323
Q19848,P106,Q177220
Q19848,P106,Q753110
Q19848,P106,Q5716684
Q19848,P106,Q43845
Q19848,P106,Q639669
Q19848,P106,Q10800557
Q19848,P106,Q488205
Q19848,P106,Q10798782
Q19848,P106,Q2405480
Q19848,P27,Q30
Q19848,P737,Q76092
Q19848,P172,Q974693
Q19848,P551,Q65
Q19848,P551,Q11299
Q19848,P551,Q387047
Q19848,P69,Q1542213
Q19848,P1303,Q5994
Q19848,P1303,Q6607
Q19848,P1303,Q128309
Q19848,P1303,Q17172850
Q19848,P1344,Q17521923
Q19848,P108,Q231694
Q19848,P108,Q155152
Q19848,P166,Q935283
Q19848,P166,Q2976730
Q19848,P166,Q673229
Q19848,P166,Q112243
Q19848,P166,Q1027891
Q19848,P166,Q1027880
Q19848,P166,Q428808
Q19848,P166,Q1472235
Q19848,P166,Q1441929
Q19848,P1343,Q17290934
Q19848,P1343,Q67311526
Q19848,P412,Q186506
Q19848,P136,Q188450
Q19848,P136,Q211756
Q19848,P136,Q1298934
Q19848,P136,Q37073
Q19848,P1412,Q1860
Q19848,P1412,Q150
Q19848,P1412,Q188
Q19848,P264,Q654283
Q19848,P264,Q231694
Q19848,P264,Q38903
Q19848,P101,Q37073
Q19848,P101,Q222749
Q19848,P102,Q29552
Q19848,P6275,Q891885
Q19848,P552,Q789447
Q19848,P7763,Q73555012
Q19848,P1411,Q1027880
Q19848,P1411,Q1027891
Q19848,P1411,Q112243
Q19848,P1411,Q103618
Q19848,P1411,Q904528
Q19848,P1411,Q19858080
Q19848,P140,Q5043
Q19848,P103,Q1860
Q6770436,P106,Q937857
Q6770436,P106,Q4610556
Q6770436,P106,Q10798782
Q6770436,P27,Q145
Q6770436,P641,Q2736
Q6770436,P1412,Q1860
Q19666923,P27,Q30
Q19666923,P106,Q19204627
Q19666923,P641,Q41323
Q19666923,P413,Q622747
Q19666923,P54,Q191477
Q19666923,P647,Q191477
Q117014906,P495,Q30
Q117014906,P136,Q842256
Q117014906,P136,Q157443
Q117014906,P364,Q1860
Q117014906,P58,Q14540
Q117014906,P161,Q14540
Q117014906,P162,Q14540
Q117014906,P750,Q159846
Q117014906,P750,Q1329615
Q117014906,P462,Q22006653
Q117014906,P1552,Q27847754
Q117014906,P1552,Q27834579
Q117014906,P5021,Q4165246
Q16161887,P364,Q1860
Q16161887,P136,Q645928
Q16161887,P136,Q130232
Q16161887,P495,Q30
Q120721044,P136,Q860626
Q120721044,P136,Q132311
Q120721044,P364,Q9176
Q120721044,P495,Q884
Q120721044,P3301,Q907311
Q1811880,P101,Q185529
Q1811880,P159,Q16552
Q1811880,P407,Q1860
Q1811880,P1056,Q185529
Q1811880,P452,Q4373046
Q485310,P106,Q10798782
Q485310,P106,Q10800557
Q485310,P106,Q2526255
Q485310,P106,Q639669
Q485310,P106,Q18814623
Q485310,P106,Q177220
Q485310,P106,Q2259451
Q485310,P106,Q5716684
Q485310,P106,Q33999
Q485310,P106,Q2405480
Q485310,P106,Q947873
Q485310,P106,Q3282637
Q485310,P106,Q28389
Q485310,P106,Q578109
Q485310,P106,Q245068
Q485310,P27,Q30
Q485310,P166,Q17985761
Q485310,P166,Q123737
Q485310,P1303,Q17172850
Q485310,P412,Q27914
Q485310,P1343,Q67311526
Q485310,P1412,Q1860
Q485310,P103,Q1860
Q485310,P6886,Q1860
Q60,P131,Q1384
Q60,P150,Q11299
Q60,P150,Q18419
Q60,P190,Q1218
Q60,P190,Q84
Q60,P190,Q2807
Q60,P190,Q8684
Q60,P17,Q30
Q60,P1343,Q602358
Q60,P1343,Q867541
Q60,P1343,Q4114391
Q60,P1343,Q4173137
Q60,P1343,Q19180675
Q60,P1343,Q19077875
Q60,P1343,Q2041543
Q60,P1343,Q3181656
Q60,P1343,Q15987490
Q60,P1343,Q19047539
Q60,P1343,Q20096917
Q60,P1343,Q1029706
Q60,P1343,Q16082057
Q60,P206,Q97
Q60,P1376,Q30
Q60,P37,Q1860
Q60,P30,Q49
Q1371229,P106,Q245068
Q1371229,P106,Q28389
Q1371229,P106,Q10800557
Q1371229,P106,Q18545066
Q1371229,P106,Q578109
Q1371229,P106,Q947873
Q1371229,P106,Q2405480
Q1371229,P106,Q10798782
Q1371229,P27,Q16
Q1371229,P1412,Q1860
Q1371229,P140,Q5043
Q1371229,P1196,Q3739104
Q61707579,P407,Q1860
Q61707579,P1056,Q185529
Q61707579,P17,Q145
Q61707579,P159,Q84
Q7143713,P106,Q937857
Q7143713,P106,Q19204627
Q7143713,P106,Q245068
Q7143713,P106,Q578109
