head,rel,tail
Q43203,P166,Q5020532
Q43203,P166,Q1738793
Q43203,P166,Q292044
Q43203,P166,Q1011547
Q43203,P166,Q209459
Q43203,P166,Q52382875
Q43203,P166,Q716909
Q43203,P27,Q30
Q43203,P102,Q29468
Q43203,P19,Q62
Q43203,P1343,Q17290934
Q43203,P1343,Q67311526
Q43203,P463,Q463303
Q43203,P1412,Q1860
Q43203,P6379,Q188740
Q43203,P1303,Q5994
Q43203,P103,Q1860
Q43203,P7763,Q73555012
Q43203,P140,Q748
Q43203,P140,Q7066
Q43203,P172,Q42406
Q43203,P6886,Q1860
Q43203,P136,Q21590660
Q43203,P1411,Q103916
Q43203,P1411,Q103360
Q43203,P1411,Q102427
Q6952928,P17,Q30
Q328744,P27,Q79
Q328744,P106,Q131524
Q328744,P106,Q3282637
Q328744,P1196,Q21142718
Q328744,P140,Q432
Q328744,P1412,Q13955
Q328744,P1412,Q1860
Q590227,P22,Q269412
Q590227,P25,Q76927
Q590227,P20,Q90
Q590227,P53,Q81589
Q590227,P39,Q9134365
Q590227,P39,Q5352166
Q590227,P39,Q14931511
Q590227,P39,Q180729
Q590227,P39,Q14931517
Q590227,P166,Q5361043
Q590227,P166,Q10855226
Q590227,P166,Q2171187
Q590227,P166,Q4710826
Q590227,P166,Q5357263
Q590227,P166,Q215248
Q590227,P166,Q105339055
Q590227,P607,Q361
Q590227,P607,Q362
Q590227,P410,Q5036649
Q590227,P27,Q145
Q590227,P27,Q174193
Q590227,P1412,Q1860
Q590227,P463,Q123885
Q590227,P1196,Q3739104
Q590227,P97,Q4971429
Q590227,P97,Q180729
Q590227,P106,Q116
Q590227,P106,Q2478141
Q590227,P3373,Q280856
Q590227,P6886,Q7979
Q590227,P85,Q40807
Q590227,P103,Q7979
Q590227,P3716,Q11573099
Q590227,P140,Q82708
Q590227,P945,Q145
Q590227,P945,Q174193
Q590227,P172,Q842438
Q84362533,P136,Q645928
Q84362533,P136,Q842256
Q84362533,P136,Q130232
Q84362533,P495,Q30
Q84362533,P495,Q408
Q84362533,P750,Q8016302
Q84362533,P750,Q1097348
Q84362533,P750,Q907311
Q84362533,P674,Q303
Q84362533,P674,Q234773
Q84362533,P437,Q723685
Q84362533,P364,Q1860
Q84362533,P462,Q22006653
Q84362533,P921,Q303
Q84362533,P921,Q7749
Q84362533,P921,Q639669
Q84362533,P840,Q16563
Q84362533,P840,Q23768
Q84362533,P5021,Q4165246
Q84362533,P5021,Q105776216
Q84362533,P5021,Q85783379
Q84362533,P5021,Q105913295
Q84362533,P5021,Q93605402
Q84362533,P5021,Q104144383
Q84362533,P5021,Q102180036
Q84362533,P5021,Q104144947
Q84362533,P5021,Q105919675
Q84362533,P5021,Q104144087
Q84362533,P5021,Q105918665
Q84362533,P5021,Q104144557
Q84362533,P5021,Q105701756
Q84362533,P5021,Q105702736
Q84362533,P5021,Q105708928
Q84362533,P5021,Q105640076
Q84362533,P5021,Q105641628
Q84362533,P5021,Q105816692
Q84362533,P5021,Q105729789
Q84362533,P5021,Q105700813
Q84362533,P138,Q303
Q84362533,P1411,Q102427
Q171178,P17,Q17
Q95,P1343,Q17290934
Q95,P17,Q30
Q95,P6379,Q188740
Q95,P7763,Q73555012
Q59248250,P106,Q4610556
Q59248250,P106,Q33999
Q59248250,P106,Q28389
Q59248250,P1340,Q17122834
Q59248250,P6553,L484
Q59248250,P27,Q30
Q59248250,P1412,Q1860
Q59248250,P103,Q1860
Q59248250,P6886,Q1860
Q6067381,P8047,Q794
Q113493289,P495,Q668
Q113493289,P364,Q1568
Q113493289,P136,Q188473
Q113493289,P5021,Q4165246
Q40715,P106,Q10800557
Q40715,P106,Q3282637
Q40715,P106,Q5716684
Q40715,P106,Q2490358
Q40715,P106,Q10798782
Q40715,P106,Q3501317
Q40715,P106,Q18814623
Q40715,P106,Q1053574
Q40715,P106,Q2405480
Q40715,P106,Q578109
Q40715,P27,Q30
Q40715,P412,Q186506
Q40715,P937,Q65
Q40715,P26,Q483118
Q40715,P136,Q45981
Q40715,P136,Q37073
Q40715,P136,Q11401
Q40715,P264,Q216364
Q40715,P264,Q193023
Q40715,P264,Q190585
Q40715,P551,Q65
Q40715,P551,Q60
Q40715,P166,Q56085709
Q40715,P166,Q17985761
Q40715,P166,Q604370
Q40715,P1412,Q1860
Q40715,P1412,Q1321
Q40715,P1303,Q17172850
Q40715,P1343,Q67311526
Q40715,P1411,Q311836
Q40715,P1411,Q1011564
Q40715,P1411,Q268200
Q40715,P451,Q483118
Q40715,P6275,Q891885
Q40715,P103,Q1860
Q40715,P103,Q1321
Q52159113,P27,Q30
Q52159113,P1412,Q1860
Q52159113,P1412,Q188
Q52159113,P1196,Q3739104
Q710,P37,Q1860
Q710,P463,Q1065
Q710,P463,Q7785
Q710,P463,Q191384
Q710,P463,Q827525
Q710,P463,Q656801
Q710,P463,Q188822
Q710,P463,Q842490
Q710,P463,Q7809
Q710,P463,Q17495
Q710,P463,Q376150
Q710,P463,Q170424
Q710,P463,Q7817
Q710,P463,Q8475
Q710,P1589,Q98
Q710,P1622,Q13196750
Q710,P530,Q29
Q710,P530,Q241
Q710,P530,Q865
Q710,P530,Q30
Q710,P530,Q148
Q710,P530,Q230
Q710,P530,Q33
Q710,P530,Q191
Q710,P530,Q218
Q710,P530,Q38
Q710,P530,Q45
Q710,P530,Q183
Q710,P530,Q96
Q710,P530,Q668
Q710,P530,Q17
Q710,P530,Q884
Q710,P2936,Q1860
Q710,P1552,Q3174312
Q710,P47,Q30
Q710,P47,Q142
Q6482902,P136,Q132311
Q6482902,P495,Q22
Q6482902,P407,Q1860
Q36159,P106,Q3665646
Q36159,P106,Q28389
Q36159,P106,Q10798782
Q36159,P27,Q30
Q36159,P166,Q4835465
Q36159,P166,Q943106
Q36159,P551,Q8652
Q36159,P641,Q5372
Q36159,P1344,Q17521923
Q36159,P1412,Q1860
Q36159,P172,Q49085
Q36159,P1411,Q4835465
Q36159,P1411,Q943106
Q36159,P1532,Q30
Q36159,P118,Q155223
Q36159,P103,Q1860
Q36159,P7763,Q73555012
Q36159,P101,Q5372
Q116536092,P495,Q668
Q116536092,P364,Q5885
Q116536092,P462,Q22006653
Q116536092,P136,Q188473
Q116536092,P5021,Q4165246
Q62591281,P264,Q202585
Q62591281,P264,Q183387
Q62591281,P27,Q30
Q62591281,P106,Q2252262
Q62591281,P106,Q177220
Q62591281,P106,Q753110
Q62591281,P136,Q11401
Q62591281,P136,Q37073
Q62591281,P103,Q1860
Q62591281,P1412,Q1860
Q62591281,P172,Q49085
Q62591281,P166,Q1027880
Q62591281,P166,Q2976730
Q62591281,P166,Q604370
Q62591281,P1411,Q1453643
Q62591281,P412,Q27914
Q62591281,P1303,Q17172850
Q151472,P360,Q11424
Q151472,P17,Q145
Q151472,P495,Q145
Q151472,P136,Q2297927
Q151472,P136,Q188473
Q151472,P364,Q1860
Q151472,P462,Q22006653
Q164119,P106,Q10800557
Q164119,P106,Q33999
Q164119,P106,Q3282637
Q164119,P106,Q639669
Q164119,P106,Q10798782
Q164119,P106,Q183945
Q164119,P106,Q2252262
Q164119,P106,Q578109
Q164119,P27,Q30
Q164119,P136,Q6010
Q164119,P136,Q11401
Q164119,P1411,Q106291
Q164119,P1411,Q102427
Q164119,P1412,Q1860
Q164119,P264,Q231694
Q164119,P551,Q127856
Q164119,P551,Q23768
Q164119,P1303,Q17172850
Q164119,P1343,Q67311526
Q164119,P140,Q9592
Q164119,P166,Q17985761
Q164119,P6886,Q1860
Q3852623,P1196,Q149086
Q3852623,P27,Q38
Q3852623,P106,Q131524
Q3852623,P1412,Q652
Q3852623,P509,Q2140674
Q614630,P27,Q30
Q614630,P1532,Q30
Q614630,P1412,Q7976
Q614630,P172,Q141817
Q365913,P140,Q432
Q365913,P106,Q131524
Q365913,P106,Q43845
Q365913,P27,Q79
Q365913,P641,Q2736
Q365913,P1412,Q13955
Q365913,P1412,Q1860
Q365913,P103,Q13955
Q365913,P20,Q84
Q29647346,P136,Q343782
Q29647346,P136,Q9335577
Q29647346,P495,Q29
Q29647346,P364,Q1321
Q29647346,P272,Q907311
Q29647346,P840,Q2807
Q29647346,P840,Q869
Q29647346,P915,Q2807
Q29647346,P915,Q869
Q29647346,P462,Q22006653
Q29647346,P750,Q907311
Q29647346,P2408,Q6939
Q29647346,P437,Q723685
Q57618112,P106,Q43845
Q57618112,P1412,Q1860
Q57618112,P1050,Q84263196
Q57618112,P27,Q30
Q113570499,P495,Q30
Q113570499,P449,Q907311
Q113570499,P364,Q1860
Q517,P106,Q82955
Q517,P106,Q372436
Q517,P106,Q189290
Q517,P106,Q10732476
Q517,P106,Q116
Q517,P166,Q10855226
Q517,P166,Q976544
Q517,P166,Q1331130
Q517,P551,Q90
Q517,P1343,Q17378135
Q517,P1343,Q2041543
Q517,P1343,Q602358
Q517,P1343,Q19180675
Q517,P1343,Q4173137
Q517,P1343,Q4114391
Q517,P1343,Q867541
Q517,P1343,Q99413897
Q517,P1343,Q3181656
Q517,P1343,Q106727050
Q517,P1343,Q4532138
Q517,P1343,Q16082057
Q517,P1412,Q150
Q517,P1196,Q3739104
Q517,P140,Q1841
Q517,P6886,Q150
Q517,P6379,Q213322
Q517,P7763,Q71887839
Q517,P552,Q789447
Q42869,P106,Q33999
Q42869,P106,Q10800557
Q42869,P106,Q2526255
Q42869,P106,Q3282637
Q42869,P106,Q2405480
Q42869,P106,Q948329
Q42869,P106,Q28389
Q42869,P106,Q578109
Q42869,P106,Q1053574
Q42869,P106,Q947873
Q42869,P27,Q30
Q42869,P1411,Q103916
Q42869,P1411,Q2544859
Q42869,P1411,Q1967731
Q42869,P166,Q103916
Q42869,P166,Q593098
Q42869,P166,Q4220900
Q42869,P166,Q1967731
Q42869,P166,Q654620
Q42869,P551,Q23768
Q42869,P1412,Q1860
Q42869,P102,Q29552
Q42869,P1343,Q67311526
Q42869,P140,Q1841
Q42869,P103,Q1860
Q42869,P6886,Q1860
Q42869,P937,Q30
Q42869,P172,Q974693
Q42869,P172,Q141817
Q550313,P27,Q145
Q550313,P106,Q18574233
Q550313,P1532,Q145
Q550313,P641,Q131471
Q550313,P1412,Q1860
Q9439,P463,Q123885
Q9439,P19,Q207385
Q9439,P39,Q5352166
Q9439,P39,Q14931511
Q9439,P106,Q116
Q9439,P106,Q1028181
Q9439,P106,Q36180
Q9439,P106,Q18814623
Q9439,P106,Q2478141
Q9439,P1412,Q1860
Q9439,P1412,Q188
Q9439,P1412,Q150
Q9439,P1412,Q652
Q9439,P1412,Q397
Q9439,P1196,Q3739104
Q9439,P1343,Q67311526
Q9439,P1343,Q602358
Q9439,P1343,Q106727050
Q9439,P1343,Q4173137
Q9439,P1343,Q867541
Q9439,P1343,Q3181656
Q9439,P1343,Q4532138
Q9439,P140,Q6423963
Q9439,P166,Q215248
Q9439,P166,Q721030
Q9439,P166,Q4710826
Q9439,P166,Q10855226
Q9439,P27,Q174193
Q9439,P1038,Q269412
Q9439,P97,Q579431
Q9439,P97,Q5352166
Q9439,P6379,Q213322
Q9439,P6886,Q1860
Q9439,P7763,Q71887839
Q9439,P85,Q40807
Q9439,P551,Q207385
Q9439,P551,Q42182
Q9439,P551,Q42646
Q9439,P172,Q842438
Q110999040,P276,Q212
Q110999040,P276,Q159
Q110999040,P17,Q212
Q110999040,P17,Q16150196
Q110999040,P17,Q159
Q110999040,P17,Q184
Q110999040,P710,Q159
Q110999040,P710,Q184
Q110999040,P710,Q16150196
Q110999040,P710,Q212
Q110999040,P421,Q6723
Q110999040,P527,Q114096220
Q110999040,P793,Q114096220
Q110999040,P533,Q114096220
Q192682,P27,Q16
Q192682,P27,Q30
Q192682,P106,Q33999
Q192682,P106,Q10800557
Q192682,P106,Q28389
Q192682,P106,Q3282637
Q192682,P106,Q2405480
Q192682,P106,Q10798782
Q192682,P166,Q734036
Q192682,P166,Q105447
Q192682,P166,Q857933
Q192682,P166,Q17985761
Q192682,P551,Q65
Q192682,P1412,Q1860
Q192682,P1343,Q67311526
Q192682,P103,Q1860
Q192682,P6886,Q1860
Q192682,P140,Q1841
Q192682,P140,Q7066
Q76448600,P136,Q1535153
Q76448600,P136,Q188473
Q76448600,P136,Q157443
Q76448600,P136,Q21010853
Q76448600,P495,Q30
Q76448600,P364,Q1860
Q76448600,P462,Q22006653
Q76448600,P272,Q186941
Q76448600,P750,Q1097348
Q76448600,P361,Q116760773
Q76448600,P2079,Q1401416
Q76448600,P5021,Q4165246
Q55635017,P136,Q130232
Q55635017,P495,Q30
Q55635017,P364,Q1860
Q55635017,P449,Q1630304
Q55635017,P407,Q1860
Q22663,P407,Q1860
Q22663,P407,Q9027
Q22663,P407,Q9035
Q22663,P407,Q188
Q22663,P407,Q7411
Q22663,P407,Q652
Q22663,P407,Q1321
Q22663,P407,Q5146
Q22663,P407,Q150
Q22663,P407,Q7737
Q22663,P407,Q5287
Q22663,P407,Q13955
Q22663,P1343,Q17311605
Q22663,P1343,Q17290934
Q22663,P159,Q34
Q22663,P17,Q34
Q145,P1344,Q184425
Q145,P2852,Q1061257
Q145,P832,Q196627
Q145,P832,Q47499
Q145,P530,Q16
Q145,P530,Q38
Q145,P530,Q155
Q145,P530,Q183
Q145,P530,Q801
Q145,P530,Q142
Q145,P530,Q37
Q145,P530,Q408
Q145,P530,Q403
Q145,P530,Q805
Q145,P530,Q212
Q145,P530,Q114
Q145,P530,Q229
Q145,P530,Q334
Q145,P530,Q414
Q145,P530,Q902
Q145,P530,Q159583
Q145,P530,Q17
Q145,P530,Q29
Q145,P530,Q817
Q145,P530,Q30
Q145,P530,Q31
Q145,P530,Q222
Q145,P530,Q399
Q145,P530,Q219
Q145,P530,Q398
Q145,P530,Q298
Q145,P530,Q79
Q145,P530,Q35
Q145,P530,Q928
Q145,P530,Q769
Q145,P530,Q252
Q145,P530,Q813
Q145,P530,Q796
Q145,P530,Q1246
Q145,P530,Q96
Q145,P530,Q233
Q145,P530,Q833
Q145,P530,Q1030
Q145,P530,Q20
Q145,P530,Q664
Q145,P530,Q691
Q145,P530,Q1028
Q145,P530,Q843
Q145,P530,Q36
Q145,P530,Q214
Q145,P530,Q1049
Q145,P530,Q754
Q145,P530,Q238
Q145,P530,Q258
Q145,P530,Q218
Q145,P530,Q878
Q145,P530,Q45
Q145,P530,Q851
Q145,P530,Q39
Q145,P530,Q865
Q145,P530,Q1045
Q145,P530,Q27
Q145,P530,Q232
Q145,P530,Q189
Q145,P530,Q244
Q145,P530,Q1016
Q145,P530,Q241
Q145,P530,Q921
Q145,P530,Q419
Q145,P530,Q711
Q145,P530,Q265
Q145,P530,Q717
Q145,P530,Q77
Q145,P530,Q148
Q145,P530,Q227
Q145,P530,Q794
Q145,P530,Q41
Q145,P530,Q668
Q145,P530,Q43
Q145,P530,Q884
Q145,P530,Q159
Q145,P530,Q8646
Q145,P530,Q230
Q145,P530,Q28
Q145,P530,Q423
Q145,P530,Q458
Q145,P36,Q84
Q145,P463,Q8908
Q145,P463,Q37143
Q145,P463,Q41550
Q145,P463,Q7825
Q145,P463,Q19771
Q145,P463,Q81299
Q145,P463,Q191384
Q145,P463,Q827525
Q145,P463,Q656801
Q145,P463,Q1043527
Q145,P463,Q899770
Q145,P463,Q340195
Q145,P463,Q188822
Q145,P463,Q782942
Q145,P463,Q1928989
Q145,P463,Q1072120
Q145,P463,Q8475
Q145,P463,Q1480793
Q145,P463,Q842490
Q145,P463,Q3866537
Q145,P463,Q233611
Q145,P463,Q826700
Q145,P463,Q17495
Q145,P463,Q376150
Q145,P463,Q458
Q145,P463,Q45177
Q145,P463,Q170424
Q145,P463,Q7817
Q145,P463,Q5611262
Q145,P463,Q189062
Q145,P463,Q605326
Q145,P463,Q823428
Q145,P5658,Q13196750
Q145,P1906,Q9134365
Q145,P47,Q27
Q145,P47,Q142
Q145,P47,Q35
Q145,P47,Q458
Q145,P47,Q183
Q145,P47,Q31
Q145,P47,Q20
Q145,P1622,Q13196750
Q145,P17,Q145
Q145,P122,Q41614
Q145,P122,Q179164
Q145,P37,Q1860
Q145,P37,Q9142
Q145,P1365,Q174193
Q145,P30,Q46
Q145,P1552,Q3174312
Q145,P1889,Q174193
Q145,P85,Q40807
Q145,P150,Q21
Q145,P150,Q22
Q145,P2936,Q1860
Q145,P2936,Q9142
Q145,P1343,Q867541
Q145,P1343,Q602358
Q145,P1343,Q19180675
Q145,P1343,Q4114391
Q145,P1343,Q20096917
Q145,P1343,Q4532138
Q145,P361,Q458
Q145,P155,Q174193
Q145,P35,Q43274
Q145,P35,Q9682
Q145,P35,Q280856
Q145,P35,Q590227
Q145,P35,Q269412
Q362,P710,Q408
Q362,P710,Q145
Q362,P276,Q159
Q362,P276,Q46
Q362,P276,Q15
Q362,P276,Q98
Q362,P276,Q48
Q362,P276,Q97
Q362,P276,Q7204
Q362,P276,Q184425
Q362,P276,Q1239
Q362,P276,Q148
Q362,P276,Q17
Q362,P276,Q408
Q362,P276,Q49
Q362,P155,Q361
Q362,P527,Q184425
Q362,P1542,Q40
Q362,P1542,Q1065
Q362,P1542,Q30
Q362,P1542,Q15180
Q362,P1343,Q106727050
Q362,P1343,Q116780519
Q125544895,P641,Q131359
Q4681497,P106,Q33999
Q4681497,P106,Q2259451
Q4681497,P106,Q10798782
Q4681497,P19,Q84
Q4681497,P27,Q145
Q4681497,P1412,Q1860
Q4681497,P101,Q11424
Q4681497,P101,Q222749
Q463397,P106,Q33999
Q463397,P106,Q2259451
Q463397,P106,Q10798782
Q463397,P106,Q10800557
Q463397,P27,Q30
Q463397,P19,Q1297
Q463397,P69,Q503246
Q463397,P1412,Q1860
Q463397,P1343,Q67311526
Q463397,P166,Q989453
Q463397,P103,Q1860
Q463397,P6886,Q1860
Q463397,P509,Q47912
Q463397,P1196,Q3739104
Q2915141,P27,Q34
Q2915141,P106,Q33999
Q2915141,P106,Q1930187
Q2915141,P106,Q4610556
Q2915141,P106,Q18581305
Q2915141,P19,Q36
Q2915141,P1412,Q9027
Q2915141,P1412,Q1860
Q2685,P106,Q33999
Q2685,P106,Q82955
Q2685,P106,Q3282637
Q2685,P106,Q10800557
Q2685,P106,Q2526255
Q2685,P106,Q3427922
Q2685,P106,Q131524
Q2685,P106,Q18814623
Q2685,P106,Q43845
Q2685,P106,Q3455803
Q2685,P106,Q47541952
Q2685,P102,Q29468
Q2685,P27,Q40
Q2685,P27,Q30
Q2685,P1343,Q17290934
Q2685,P1343,Q67311526
Q2685,P166,Q4220901
Q2685,P166,Q36001
Q2685,P166,Q10855271
Q2685,P166,Q17985761
Q2685,P166,Q121359767
Q2685,P103,Q188
Q2685,P140,Q1841
Q2685,P1412,Q188
Q2685,P1412,Q1860
Q2685,P1411,Q4220901
Q2685,P1411,Q602299
Q2685,P101,Q222749
Q2685,P101,Q7163
Q2685,P6886,Q1860
Q2685,P6886,Q188
Q122899426,P437,Q723685
Q122899426,P750,Q907311
Q122899426,P495,Q30
Q122899426,P495,Q16
Q122899426,P364,Q1860
Q122899426,P136,Q343782
Q122899426,P136,Q1366112
Q122899426,P725,Q55294
Q122899426,P276,Q17
Q29033668,P106,Q33999
Q29033668,P106,Q2252262
Q29033668,P106,Q10798782
Q29033668,P106,Q578109
Q29033668,P106,Q639669
Q29033668,P106,Q488205
Q29033668,P136,Q11401
Q29033668,P264,Q202440
Q29033668,P27,Q30
Q29033668,P1303,Q17172850
Q29033668,P102,Q29552
Q29033668,P1412,Q1860
Q29033668,P1412,Q1321
Q29033668,P103,Q7976
Q29033668,P6886,Q1860
Q29033668,P6886,Q1321
Q29033668,P166,Q19858088
Q29033668,P166,Q604370
Q29033668,P1411,Q1527196
Q29033668,P1411,Q1441929
Q29033668,P1411,Q904528
Q29033668,P1411,Q843219
Q29033668,P1411,Q1027880
Q29033668,P101,Q638
Q29033668,P101,Q6010
Q29033668,P101,Q11401
Q29033668,P140,Q1841
Q5105,P106,Q177220
Q5105,P106,Q33999
Q5105,P106,Q2405480
Q5105,P106,Q639669
Q5105,P106,Q486748
Q5105,P106,Q3427922
Q5105,P106,Q36834
Q5105,P106,Q10800557
Q5105,P106,Q55960555
Q5105,P27,Q16
Q5105,P166,Q10855271
Q5105,P166,Q13452528
Q5105,P166,Q857933
Q5105,P166,Q17985761
Q5105,P412,Q30903
Q5105,P136,Q37073
Q5105,P136,Q11399
Q5105,P136,Q211756
Q5105,P136,Q484641
Q5105,P136,Q217191
Q5105,P1412,Q1860
Q5105,P1412,Q150
Q5105,P264,Q183387
Q5105,P264,Q216364
Q5105,P551,Q23768
Q5105,P1303,Q5994
Q5105,P1303,Q17172850
Q5105,P1343,Q67311526
Q131772,P361,Q34812
Q2124153,P19,Q16557
Q2124153,P1196,Q10737
Q2124153,P106,Q13474373
Q2124153,P106,Q33999
Q2124153,P27,Q30
Q2124153,P166,Q36001
Q2124153,P509,Q2140674
Q2124153,P641,Q131359
Q2124153,P1412,Q1860
Q2124153,P103,Q1860
Q2124153,P6886,Q1860
Q5185866,P106,Q19204627
Q5185866,P27,Q30
Q5185866,P641,Q41323
Q5185866,P1532,Q30
Q5185866,P1412,Q7976
Q5185866,P1340,Q17122834
Q952295,P27,Q145
Q952295,P106,Q18574233
Q952295,P1532,Q145
Q952295,P641,Q131471
Q952295,P1412,Q1860
Q10520,P19,Q84
Q10520,P27,Q145
Q10520,P106,Q937857
Q10520,P106,Q4610556
Q10520,P106,Q33999
Q10520,P106,Q131524
Q10520,P166,Q10762848
Q10520,P1343,Q17290934
Q10520,P1343,Q67311526
Q10520,P641,Q2736
Q10520,P39,Q19969187
Q10520,P103,Q1860
Q10520,P140,Q5043
Q10520,P551,Q127856
Q10520,P551,Q65
Q10520,P551,Q84
Q10520,P1412,Q1860
Q10520,P118,Q9448
Q10520,P1532,Q21
Q10520,P108,Q740308
Q10520,P6886,Q1860
Q10520,P101,Q2736
Q31271369,P136,Q188473
Q31271369,P364,Q1860
Q31271369,P495,Q30
Q31271369,P161,Q178166
Q31271369,P750,Q168383
Q31271369,P750,Q1329615
Q31271369,P915,Q220
Q31271369,P840,Q65
Q31271369,P840,Q84
Q31271369,P840,Q220
Q31271369,P462,Q22006653
Q31271369,P361,Q116760773
Q31271369,P5021,Q4165246
Q22277803,P106,Q33999
Q22277803,P106,Q10800557
Q22277803,P106,Q177220
Q22277803,P106,Q753110
Q22277803,P27,Q145
Q22277803,P1303,Q17172850
Q22277803,P1411,Q1377738
Q22277803,P1411,Q106301
Q22277803,P1412,Q1860
Q22277803,P551,Q65
Q22277803,P551,Q172
Q22277803,P101,Q222749
Q83492,P106,Q10800557
Q83492,P106,Q3282637
Q83492,P106,Q2405480
Q83492,P106,Q28389
Q83492,P106,Q2526255
Q83492,P106,Q948329
Q83492,P106,Q2259451
Q83492,P106,Q33999
Q83492,P106,Q10798782
Q83492,P106,Q3455803
Q83492,P19,Q84
Q83492,P27,Q145
Q83492,P27,Q30
Q83492,P1411,Q103916
Q83492,P1411,Q932281
Q83492,P1411,Q628637
Q83492,P1412,Q1860
Q83492,P166,Q593098
Q83492,P166,Q400007
Q83492,P166,Q103916
Q83492,P166,Q268200
Q83492,P1343,Q67311526
Q83492,P937,Q145
Q83492,P6886,Q1860
Q83492,P103,Q1860
Q83492,P1340,Q17122834
Q73089,P106,Q10800557
Q73089,P106,Q177220
Q73089,P106,Q2526255
Q73089,P106,Q33999
Q73089,P106,Q2490358
Q73089,P106,Q5716684
Q73089,P106,Q28389
Q73089,P106,Q2259451
Q73089,P106,Q10798782
Q73089,P106,Q3282637
Q73089,P106,Q3455803
Q73089,P20,Q127856
Q73089,P27,Q30
Q73089,P509,Q12202
Q73089,P166,Q1789030
Q73089,P166,Q10855271
Q73089,P166,Q1631998
Q73089,P166,Q1738793
Q73089,P166,Q292044
Q73089,P166,Q727328
Q73089,P166,Q17985761
Q73089,P166,Q640353
Q73089,P102,Q29552
Q73089,P1411,Q103916
Q73089,P1196,Q3739104
Q73089,P1412,Q1860
Q73089,P1343,Q67311526
Q73089,P1303,Q17172850
Q73089,P103,Q7976
Q73089,P6886,Q7976
Q130311,P27,Q145
Q130311,P106,Q488205
Q130311,P106,Q183945
Q130311,P106,Q177220
Q130311,P106,Q753110
Q130311,P106,Q822146
Q130311,P106,Q36834
Q130311,P106,Q55960555
Q130311,P136,Q37073
Q130311,P136,Q316930
Q130311,P136,Q131272
Q130311,P136,Q850412
Q130311,P136,Q1298934
Q130311,P136,Q164444
Q130311,P136,Q211756
Q130311,P136,Q217191
Q130311,P136,Q45981
Q130311,P136,Q484641
Q130311,P136,Q8341
Q130311,P264,Q216364
Q130311,P264,Q203059
Q130311,P264,Q183387
Q130311,P264,Q330629
Q130311,P264,Q155152
Q130311,P1196,Q3739104
Q130311,P1303,Q17172850
Q130311,P1412,Q1860
Q130311,P6275,Q373087
Q130311,P7763,Q73555012
Q130311,P1343,Q67311526
Q130311,P412,Q27914
Q130311,P552,Q789447
Q130311,P166,Q41254
Q130311,P166,Q179191
Q130311,P103,Q1860
Q318099,P27,Q30
Q318099,P106,Q36180
Q318099,P106,Q6625963
Q318099,P106,Q28389
Q318099,P103,Q1860
Q318099,P136,Q182015
Q318099,P1412,Q1860
Q318099,P1343,Q67311526
Q318099,P1343,Q99413897
Q318099,P6886,Q1860
Q318099,P101,Q182015
Q105142115,P27,Q30
Q105142115,P1412,Q1860
Q230965,P106,Q10800557
Q230965,P106,Q10798782
Q230965,P27,Q30
Q230965,P19,Q16552
Q230965,P20,Q16552
Q230965,P1196,Q3739104
Q230965,P103,Q1860
Q230965,P1412,Q1860
Q230965,P6886,Q1860
Q114114977,P106,Q2252262
Q114114977,P106,Q753110
Q114114977,P27,Q30
Q114114977,P1412,Q7976
Q114114977,P1412,Q1321
Q114114977,P136,Q11401
Q114114977,P264,Q193023
Q114114977,P264,Q155152
Q114114977,P1303,Q17172850
Q114114977,P103,Q7976
Q114114977,P69,Q49210
Q801,P530,Q30
Q801,P530,Q159
Q801,P530,Q16
Q801,P530,Q148
Q801,P530,Q79
Q801,P530,Q794
Q801,P530,Q810
Q801,P530,Q668
Q801,P530,Q17
Q801,P530,Q142
Q801,P530,Q213
Q801,P530,Q145
Q801,P530,Q41
Q801,P530,Q183
Q801,P530,Q38
Q801,P530,Q414
Q801,P530,Q408
Q801,P530,Q43
Q801,P530,Q884
Q801,P530,Q928
Q801,P530,Q229
Q801,P530,Q115
Q801,P530,Q334
Q801,P530,Q159583
Q801,P530,Q155
Q801,P530,Q20
Q801,P530,Q212
Q801,P530,Q184
Q801,P530,Q227
Q801,P530,Q419
Q801,P530,Q739
Q801,P530,Q40
Q801,P530,Q846
Q801,P530,Q15180
Q801,P530,Q954
Q801,P530,Q836
Q801,P530,Q986
Q801,P530,Q55
Q801,P530,Q37
Q801,P530,Q96
Q801,P530,Q218
Q801,P530,Q403
Q801,P530,Q1020
Q801,P530,Q1025
Q801,P530,Q1032
Q801,P530,Q33
Q801,P530,Q878
Q801,P530,Q948
Q801,P530,Q399
Q801,P530,Q916
Q801,P530,Q298
Q801,P530,Q77
Q801,P530,Q717
Q801,P530,Q27
Q801,P530,Q221
Q801,P530,Q1033
Q801,P530,Q1030
Q801,P530,Q691
Q801,P530,Q233
Q801,P530,Q39
Q801,P530,Q733
Q801,P530,Q1036
Q801,P530,Q424
Q801,P530,Q790
Q801,P530,Q458
Q801,P530,Q241
Q801,P530,Q912
Q801,P530,Q750
Q801,P530,Q811
Q801,P530,Q230
Q801,P530,Q262
Q801,P530,Q858
Q801,P530,Q865
Q801,P530,Q215
Q801,P530,Q953
Q801,P530,Q837
Q801,P530,Q34
Q801,P530,Q36
Q801,P530,Q31
Q801,P530,Q258
Q801,P530,Q774
Q801,P530,Q35
Q801,P530,Q28
Q801,P530,Q712
Q801,P36,Q1218
Q801,P463,Q1065
